Replicate,Timepoint,Treatment,pfu
5,22,9,1
5,23,9,1
5,24,9,1
5,25,9,1
5,26,9,1
5,27,9,1
5,28,9,1
5,29,9,1
5,30,9,1
6,0,9,1000000000
6,1,9,20000000
6,2,9,4000
6,3,9,1
6,4,9,1
6,5,9,1
6,6,9,1
6,7,9,1
6,8,9,1
6,9,9,1
6,10,9,1
6,11,9,1
6,12,9,1
6,13,9,1
6,14,9,1
6,15,9,1
6,16,9,1
6,17,9,1
6,18,9,1
6,19,9,1
6,20,9,1
6,21,9,1
6,22,9,1
6,23,9,1
6,24,9,1
6,25,9,1
6,26,9,1
6,27,9,1
6,28,9,1
6,29,9,1
6,30,9,1
7,0,9,1000000000
7,1,9,600000
7,2,9,1
7,3,9,1
7,4,9,1
7,5,9,1
7,6,9,1
7,7,9,1
7,8,9,1
7,9,9,1
7,10,9,1
7,11,9,1
7,12,9,1
7,13,9,1
7,14,9,1
7,15,9,1
7,16,9,1
7,17,9,1
7,18,9,1
7,19,9,1
7,20,9,1
7,21,9,1
7,22,9,1
7,23,9,1
7,24,9,1
7,25,9,1
7,26,9,1
7,27,9,1
7,28,9,1
7,29,9,1
7,30,9,1
8,0,9,1000000000
8,1,9,4200000
8,2,9,1
8,3,9,1
8,4,9,1
8,5,9,1
8,6,9,1
8,7,9,1
8,8,9,1
8,9,9,1
8,10,9,1
8,11,9,1
8,12,9,1
8,13,9,1
8,14,9,1
8,15,9,1
8,16,9,1
8,17,9,1
8,18,9,1
8,19,9,1
8,20,9,1
8,21,9,1
8,22,9,1
8,23,9,1
8,24,9,1
8,25,9,1
8,26,9,1
8,27,9,1
8,28,9,1
8,29,9,1
8,30,9,1
9,0,9,1000000000
9,1,9,1800000
9,2,9,1
9,3,9,1
9,4,9,1
9,5,9,1
9,6,9,1
9,7,9,1
9,8,9,1
9,9,9,1
9,10,9,1
9,11,9,1
9,12,9,1
9,13,9,1
9,14,9,1
9,15,9,1
9,16,9,1
9,17,9,1
9,18,9,1
9,19,9,1
9,20,9,1
9,21,9,1
9,22,9,1
9,23,9,1
9,24,9,1
9,25,9,1
9,26,9,1
9,27,9,1
9,28,9,1
9,29,9,1
9,30,9,1
10,0,9,1000000000
10,1,9,1400000
10,2,9,1
10,3,9,1
10,4,9,1
10,5,9,1
10,6,9,1
10,7,9,1
10,8,9,1
10,9,9,1
10,10,9,1
10,11,9,1
10,12,9,1
10,13,9,1
10,14,9,1
10,15,9,1
10,16,9,1
10,17,9,1
10,18,9,1
10,19,9,1
10,20,9,1
10,21,9,1
10,22,9,1
10,23,9,1
10,24,9,1
10,25,9,1
10,26,9,1
10,27,9,1
10,28,9,1
10,29,9,1
10,30,9,1
11,0,9,1000000000
11,1,9,200000
11,2,9,1
11,3,9,1
11,4,9,1
11,5,9,1
11,6,9,1
11,7,9,1
11,8,9,1
11,9,9,1
11,10,9,1
11,11,9,1
11,12,9,1
11,13,9,1
11,14,9,1
11,15,9,1
11,16,9,1
11,17,9,1
11,18,9,1
11,19,9,1
11,20,9,1
11,21,9,1
11,22,9,1
11,23,9,1
11,24,9,1
11,25,9,1
11,26,9,1
11,27,9,1
11,28,9,1
11,29,9,1
11,30,9,1
12,0,9,1000000000
12,1,9,600000
12,2,9,1
12,3,9,1
12,4,9,1
12,5,9,1
12,6,9,1
12,7,9,1
12,8,9,1
12,9,9,1
12,10,9,1
12,11,9,1
12,12,9,1
12,13,9,1
12,14,9,1
12,15,9,1
12,16,9,1
12,17,9,1
12,18,9,1
12,19,9,1
12,20,9,1
12,21,9,1
12,22,9,1
12,23,9,1
12,24,9,1
12,25,9,1
12,26,9,1
12,27,9,1
12,28,9,1
12,29,9,1
12,30,9,1
1,0,8,100000000
1,1,8,40000000
1,2,8,200000
1,3,8,2400000
1,4,8,200
1,5,8,2000
1,6,8,1200000
1,7,8,8000
1,8,8,100000
1,9,8,100000000
1,10,8,140000
1,11,8,1
1,12,8,1
1,13,8,1
1,14,8,1
1,15,8,1
1,16,8,1
1,17,8,1
1,18,8,1
1,19,8,1
1,20,8,1
1,21,8,1
1,22,8,1
1,23,8,1
1,24,8,1
1,25,8,1
1,26,8,1
1,27,8,1
1,28,8,1
1,29,8,1
1,30,8,1
2,0,8,100000000
2,1,8,600000000
2,2,8,6000000
2,3,8,14000000
2,4,8,40000
2,5,8,8000000
2,6,8,1000000
2,7,8,140000
2,8,8,2400000
2,9,8,420000000
2,10,8,12000
2,11,8,400
2,12,8,8000000
2,13,8,80000
2,14,8,1
2,15,8,1
2,16,8,1
2,17,8,1
2,18,8,1
2,19,8,1
2,20,8,1
2,21,8,1
2,22,8,1
2,23,8,1
2,24,8,1
2,25,8,1
2,26,8,1
2,27,8,1
2,28,8,1
2,29,8,1
2,30,8,1
3,0,8,100000000
3,1,8,8000000
3,2,8,36000000
3,3,8,1600000
3,4,8,60000
3,5,8,26000
3,6,8,18000
3,7,8,1200
3,8,8,440000
3,9,8,1600000
3,10,8,400000
3,11,8,1
3,12,8,1
3,13,8,1
3,14,8,1
3,15,8,1
3,16,8,1
3,17,8,1
3,18,8,1
3,19,8,1
3,20,8,1
3,21,8,1
3,22,8,1
3,23,8,1
3,24,8,1
3,25,8,1
3,26,8,1
3,27,8,1
3,28,8,1
3,29,8,1
3,30,8,1
4,0,8,100000000
4,1,8,40000000
4,2,8,460000
4,3,8,2000000
4,4,8,260000
4,5,8,800
4,6,8,1000
4,7,8,1
4,8,8,160000
4,9,8,480000000
4,10,8,60000
4,11,8,36000
4,12,8,1
4,13,8,1
4,14,8,1
4,15,8,1
4,16,8,1
4,17,8,1
4,18,8,1
4,19,8,1
4,20,8,1
4,21,8,1
4,22,8,1
4,23,8,1
4,24,8,1
4,25,8,1
4,26,8,1
4,27,8,1
4,28,8,1
4,29,8,1
4,30,8,1
5,0,8,100000000
5,1,8,4000000
5,2,8,18000000
5,3,8,2000000
5,4,8,280000
5,5,8,300000
5,6,8,200000
5,7,8,2200000
5,8,8,1800
5,9,8,18000
5,10,8,8000
5,11,8,1
5,12,8,12000000
5,13,8,20000000
5,14,8,1200
5,15,8,3800000
5,16,8,1000000
5,17,8,260000
5,18,8,20000
5,19,8,10000000
5,20,8,20000
5,21,8,8000000
5,22,8,40000
5,23,8,12000
5,24,8,1600000
5,25,8,100000
5,26,8,200
5,27,8,6000
5,28,8,3600000
5,29,8,1000000
5,30,8,1700000
6,0,8,100000000
6,1,8,3000000
6,2,8,1000000
6,3,8,1200
6,4,8,60000
6,5,8,90000
6,6,8,38000
6,7,8,1
6,8,8,180000
6,9,8,8000000
6,10,8,10000
6,11,8,1
6,12,8,1
6,13,8,1
6,14,8,1
6,15,8,1
6,16,8,1
6,17,8,1
6,18,8,1
6,19,8,1
6,20,8,1
6,21,8,1
6,22,8,1
6,23,8,1
6,24,8,1
6,25,8,1
6,26,8,1
6,27,8,1
6,28,8,1
6,29,8,1
6,30,8,1
7,0,8,100000000
7,1,8,100000000
7,2,8,6000000
7,3,8,400000
7,4,8,6000
7,5,8,600000
7,6,8,14000
7,7,8,6000
7,8,8,2200000
7,9,8,1600000
7,10,8,40000
7,11,8,6000
7,12,8,14000
7,13,8,1
7,14,8,1
7,15,8,1
7,16,8,1
7,17,8,1
7,18,8,1
7,19,8,1
7,20,8,1
7,21,8,1
7,22,8,1
7,23,8,1
7,24,8,1
7,25,8,1
7,26,8,1
7,27,8,1
7,28,8,1
7,29,8,1
7,30,8,1
8,0,8,100000000
8,1,8,30000000
8,2,8,1600000
8,3,8,400000
8,4,8,400
8,5,8,1
8,6,8,1
8,7,8,1
8,8,8,1
8,9,8,1
8,10,8,1
8,11,8,1
8,12,8,1
8,13,8,1
8,14,8,1
8,15,8,1
8,16,8,1
8,17,8,1
8,18,8,1
8,19,8,1
8,20,8,1
8,21,8,1
8,22,8,1
8,23,8,1
8,24,8,1
8,25,8,1
8,26,8,1
8,27,8,1
8,28,8,1
8,29,8,1
8,30,8,1
9,0,8,100000000
9,1,8,46000000
9,2,8,6000000
9,3,8,400000
9,4,8,600
9,5,8,800000
9,6,8,1400000
9,7,8,1000
9,8,8,3000
9,9,8,1
9,10,8,1
9,11,8,1
9,12,8,1
9,13,8,1
9,14,8,1
9,15,8,1
9,16,8,1
9,17,8,1
9,18,8,1
9,19,8,1
9,20,8,1
9,21,8,1
9,22,8,1
9,23,8,1
9,24,8,1
9,25,8,1
9,26,8,1
9,27,8,1
9,28,8,1
9,29,8,1
9,30,8,1
10,0,8,100000000
10,1,8,1200000
10,2,8,4000000
10,3,8,760000
10,4,8,600
10,5,8,1
10,6,8,1800000
10,7,8,1
10,8,8,1
10,9,8,1200000
10,10,8,1
10,11,8,1
10,12,8,1
10,13,8,1
10,14,8,1
10,15,8,1
10,16,8,1
10,17,8,1
10,18,8,1
10,19,8,1
10,20,8,1
10,21,8,1
10,22,8,1
10,23,8,1
10,24,8,1
10,25,8,1
10,26,8,1
10,27,8,1
10,28,8,1
10,29,8,1
10,30,8,1
11,0,8,100000000
11,1,8,120000000
11,2,8,120000
11,3,8,360000
11,4,8,40000
11,5,8,800000
11,6,8,4600000
11,7,8,600
11,8,8,1
11,9,8,420000000
11,10,8,400000000
11,11,8,280000
11,12,8,18000
11,13,8,1
11,14,8,220000
11,15,8,1
11,16,8,1
11,17,8,1
11,18,8,1
11,19,8,1
11,20,8,1
11,21,8,1
11,22,8,1
11,23,8,1
11,24,8,1
11,25,8,1
11,26,8,1
11,27,8,1
11,28,8,1
11,29,8,1
11,30,8,1
12,0,8,100000000
12,1,8,6000000
12,2,8,60000
12,3,8,400000
12,4,8,60000
12,5,8,1
12,6,8,30000000
12,7,8,1000
12,8,8,1
12,9,8,1
12,10,8,1
12,11,8,1
12,12,8,1
12,13,8,1
12,14,8,1
12,15,8,1
12,16,8,1
12,17,8,1
12,18,8,1
12,19,8,1
12,20,8,1
12,21,8,1
12,22,8,1
12,23,8,1
12,24,8,1
12,25,8,1
12,26,8,1
12,27,8,1
12,28,8,1
12,29,8,1
12,30,8,1
1,0,7,10000000
1,1,7,200000000
1,2,7,400000
1,3,7,1
1,4,7,80000
1,5,7,1000000
1,6,7,24000000
1,7,7,1
1,8,7,1
1,9,7,460000
1,10,7,1
1,11,7,1
1,12,7,20000
1,13,7,1
1,14,7,1
1,15,7,1
1,16,7,1
1,17,7,1
1,18,7,1
1,19,7,1
1,20,7,1
1,21,7,1
1,22,7,1
1,23,7,1
1,24,7,1
1,25,7,1
1,26,7,1
1,27,7,1
1,28,7,1
1,29,7,1
1,30,7,1
2,0,7,10000000
2,1,7,16000000
2,2,7,2800000
2,3,7,660000
2,4,7,800000
2,5,7,1200
2,6,7,2000
2,7,7,14000
2,8,7,140000
2,9,7,1
2,10,7,34000
2,11,7,4000000
2,12,7,8000
2,13,7,1
2,14,7,1
2,15,7,1
2,16,7,1
2,17,7,1
2,18,7,1
2,19,7,1
2,20,7,1
2,21,7,1
2,22,7,1
2,23,7,1
2,24,7,1
2,25,7,1
2,26,7,1
2,27,7,1
2,28,7,1
2,29,7,1
2,30,7,1
3,0,7,10000000
3,1,7,140000000
3,2,7,12000000
3,3,7,600
3,4,7,60000
3,5,7,16000
3,6,7,2400
3,7,7,4800000
3,8,7,1
3,9,7,240000
3,10,7,60000
3,11,7,38000
3,12,7,6000
3,13,7,3200
3,14,7,220000
3,15,7,4000
3,16,7,1
3,17,7,1
3,18,7,1
3,19,7,1
3,20,7,1
3,21,7,1
3,22,7,1
3,23,7,1
3,24,7,1
3,25,7,1
3,26,7,1
3,27,7,1
3,28,7,1
3,29,7,1
3,30,7,1
4,0,7,10000000
4,1,7,6600000
4,2,7,10000000
4,3,7,4000
4,4,7,1200
4,5,7,1
4,6,7,1
4,7,7,1
4,8,7,1
4,9,7,1
4,10,7,
4,11,7,1
4,12,7,1
4,13,7,1
4,14,7,1
4,15,7,1
4,16,7,1
4,17,7,1
4,18,7,1
4,19,7,1
4,20,7,1
4,21,7,1
4,22,7,1
4,23,7,1
4,24,7,1
4,25,7,1
4,26,7,1
4,27,7,1
4,28,7,1
4,29,7,1
4,30,7,1
5,0,7,10000000
5,1,7,2200000
5,2,7,10000000
5,3,7,22000
5,4,7,600000
5,5,7,140000
5,6,7,12000
5,7,7,18000000
5,8,7,1
5,9,7,10000000
5,10,7,100000
5,11,7,34000
5,12,7,6000
5,13,7,6000000
5,14,7,18000
5,15,7,1
5,16,7,1
5,17,7,1
5,18,7,1
5,19,7,1
5,20,7,1
5,21,7,1
5,22,7,1
5,23,7,1
5,24,7,1
5,25,7,1
5,26,7,1
5,27,7,1
5,28,7,1
5,29,7,1
5,30,7,1
6,0,7,10000000
6,1,7,400000
6,2,7,6000000
6,3,7,600000
6,4,7,12000000
6,5,7,3000000
6,6,7,120000
6,7,7,1000000
6,8,7,2400000
6,9,7,800000000
6,10,7,22000
6,11,7,1
6,12,7,1
6,13,7,1
6,14,7,1
6,15,7,1
6,16,7,1
6,17,7,1
6,18,7,1
6,19,7,1
6,20,7,1
6,21,7,1
6,22,7,1
6,23,7,1
6,24,7,1
6,25,7,1
6,26,7,1
6,27,7,1
6,28,7,1
6,29,7,1
6,30,7,1
7,0,7,10000000
7,1,7,20000000
7,2,7,22000000
7,3,7,60000000
7,4,7,6000000
7,5,7,800000
7,6,7,800000
7,7,7,1800000
7,8,7,4000
7,9,7,38000000
7,10,7,800000
7,11,7,4000000
7,12,7,1600000
7,13,7,18000000
7,14,7,16000000
7,15,7,6000000
7,16,7,14000000
7,17,7,3000000
7,18,7,2000
7,19,7,16000000
7,20,7,60000
7,21,7,20000
7,22,7,2000
7,23,7,28000000
7,24,7,800000
7,25,7,200000
7,26,7,16000000
7,27,7,12000000
7,28,7,3800000
7,29,7,20000000
7,30,7,11100000
8,0,7,10000000
8,1,7,20000000
8,2,7,80000000
8,3,7,120000
8,4,7,1200000
8,5,7,80000
8,6,7,1
8,7,7,1
8,8,7,1
8,9,7,1
8,10,7,1
8,11,7,1
8,12,7,1
8,13,7,1
8,14,7,1
8,15,7,1
8,16,7,1
8,17,7,1
8,18,7,1
8,19,7,1
8,20,7,1
8,21,7,1
8,22,7,1
8,23,7,1
8,24,7,1
8,25,7,1
8,26,7,1
8,27,7,1
8,28,7,1
8,29,7,1
8,30,7,1
9,0,7,10000000
9,1,7,20000000
9,2,7,20000000
9,3,7,220000000
9,4,7,10000000
9,5,7,6000000
9,6,7,80000
9,7,7,20000000
9,8,7,2800000
9,9,7,120000000
9,10,7,600000
9,11,7,640000
9,12,7,1800000
9,13,7,1600000
9,14,7,1600000
9,15,7,80000
9,16,7,80000000
9,17,7,28000000
9,18,7,16000
9,19,7,1200000
9,20,7,2000
9,21,7,1
9,22,7,1
9,23,7,1
9,24,7,1
9,25,7,1
9,26,7,1
9,27,7,1
9,28,7,1
9,29,7,1
9,30,7,1
10,0,7,10000000
10,1,7,140000
10,2,7,2000000
10,3,7,2200000000
10,4,7,80000
10,5,7,10000000
10,6,7,1
10,7,7,1
10,8,7,1
10,9,7,1
10,10,7,1
10,11,7,1
10,12,7,1
10,13,7,1
10,14,7,1
10,15,7,1
10,16,7,1
10,17,7,1
10,18,7,1
10,19,7,1
10,20,7,1
10,21,7,1
10,22,7,1
10,23,7,1
10,24,7,1
10,25,7,1
10,26,7,1
10,27,7,1
10,28,7,1
10,29,7,1
10,30,7,1
11,0,7,10000000
11,1,7,60000000
11,2,7,400000
11,3,7,10000000
11,4,7,1
11,5,7,8000
11,6,7,1000000
11,7,7,1
11,8,7,1
11,9,7,1
11,10,7,1
11,11,7,1
11,12,7,1
11,13,7,1
11,14,7,1
11,15,7,1
11,16,7,1
11,17,7,1
11,18,7,1
11,19,7,1
11,20,7,1
11,21,7,1
11,22,7,1
11,23,7,1
11,24,7,1
11,25,7,1
11,26,7,1
11,27,7,1
11,28,7,1
11,29,7,1
11,30,7,1
12,0,7,10000000
12,1,7,600000
12,2,7,4000000
12,3,7,200000000
12,4,7,1
12,5,7,200000
12,6,7,1
12,7,7,1
12,8,7,1
12,9,7,1
12,10,7,1
12,11,7,1
12,12,7,1
12,13,7,1
12,14,7,1
12,15,7,1
12,16,7,1
12,17,7,1
12,18,7,1
12,19,7,1
12,20,7,1
12,21,7,1
12,22,7,1
12,23,7,1
12,24,7,1
12,25,7,1
12,26,7,1
12,27,7,1
12,28,7,1
12,29,7,1
12,30,7,1
1,0,6,1000000
1,1,6,800000
1,2,6,2200000
1,3,6,28000000
1,4,6,40000
1,5,6,6000
1,6,6,400
1,7,6,1
1,8,6,1
1,9,6,400
1,10,6,1
1,11,6,1
1,12,6,1
1,13,6,1
1,14,6,1
1,15,6,1
1,16,6,1
1,17,6,1
1,18,6,1
1,19,6,1
1,20,6,1
1,21,6,1
1,22,6,1
1,23,6,1
1,24,6,1
1,25,6,1
1,26,6,1
1,27,6,1
1,28,6,1
1,29,6,1
1,30,6,1
2,0,6,1000000
2,1,6,1000000
2,2,6,2400000
2,3,6,200000
2,4,6,800000
2,5,6,10000000
2,6,6,1
2,7,6,1
2,8,6,1
2,9,6,1
2,10,6,1
2,11,6,1
2,12,6,1
2,13,6,1
2,14,6,1
2,15,6,1
2,16,6,1
2,17,6,1
2,18,6,1
2,19,6,1
2,20,6,1
2,21,6,1
2,22,6,1
2,23,6,1
2,24,6,1
2,25,6,1
2,26,6,1
2,27,6,1
2,28,6,1
2,29,6,1
2,30,6,1
3,0,6,1000000
3,1,6,2400000
3,2,6,16000000
3,3,6,600000
3,4,6,12000
3,5,6,12000
3,6,6,100000
3,7,6,1
3,8,6,1
3,9,6,600
3,10,6,1
3,11,6,1
3,12,6,1
3,13,6,1
3,14,6,1
3,15,6,1
3,16,6,1
3,17,6,1
3,18,6,1
3,19,6,1
3,20,6,1
3,21,6,1
3,22,6,1
3,23,6,1
3,24,6,1
3,25,6,1
3,26,6,1
3,27,6,1
3,28,6,1
3,29,6,1
3,30,6,1
4,0,6,1000000
4,1,6,28000000
4,2,6,8000000
4,3,6,3000000
4,4,6,48000
4,5,6,800000000
4,6,6,1400000
4,7,6,12000000
4,8,6,3000000
4,9,6,160000
4,10,6,1
4,11,6,16000
4,12,6,28000000
4,13,6,1
4,14,6,1
4,15,6,1
4,16,6,1
4,17,6,1
4,18,6,1
4,19,6,1
4,20,6,1
4,21,6,1
4,22,6,1
4,23,6,1
4,24,6,1
4,25,6,1
4,26,6,1
4,27,6,1
4,28,6,1
4,29,6,1
4,30,6,1
5,0,6,1000000
5,1,6,6000000
5,2,6,1600000
5,3,6,4000000
5,4,6,120000
5,5,6,60000000
5,6,6,600
5,7,6,1000000
5,8,6,1000000
5,9,6,100000000
5,10,6,1
5,11,6,1
5,12,6,1
5,13,6,1
5,14,6,1
5,15,6,1
5,16,6,1
5,17,6,1
5,18,6,1
5,19,6,1
5,20,6,1
5,21,6,1
5,22,6,1
5,23,6,1
5,24,6,1
5,25,6,1
5,26,6,1
5,27,6,1
5,28,6,1
5,29,6,1
5,30,6,1
6,0,6,1000000
6,1,6,100000000
6,2,6,2200000
6,3,6,10000
6,4,6,800000
6,5,6,800000
6,6,6,1
6,7,6,1
6,8,6,2200
6,9,6,1200000000
6,10,6,2000
6,11,6,1800000
6,12,6,1
6,13,6,1
6,14,6,12000000
6,15,6,2000000
6,16,6,2000000
6,17,6,10000000
6,18,6,40000
6,19,6,6000000
6,20,6,12000
6,21,6,1
6,22,6,60000
6,23,6,80000
6,24,6,600
6,25,6,1
6,26,6,1
6,27,6,1
6,28,6,1
6,29,6,1
6,30,6,1
7,0,6,1000000
7,1,6,8000000
7,2,6,80000
7,3,6,60000
7,4,6,200
7,5,6,160000
7,6,6,1
7,7,6,1
7,8,6,1
7,9,6,1
7,10,6,1
7,11,6,1
7,12,6,1
7,13,6,1
7,14,6,1
7,15,6,1
7,16,6,1
7,17,6,1
7,18,6,1
7,19,6,1
7,20,6,1
7,21,6,1
7,22,6,1
7,23,6,1
7,24,6,1
7,25,6,1
7,26,6,1
7,27,6,1
7,28,6,1
7,29,6,1
7,30,6,1
8,0,6,1000000
8,1,6,10000000
8,2,6,800
8,3,6,400
8,4,6,1
8,5,6,1
8,6,6,1
8,7,6,1
8,8,6,1
8,9,6,1
8,10,6,1
8,11,6,1
8,12,6,1
8,13,6,1
8,14,6,1
8,15,6,1
8,16,6,1
8,17,6,1
8,18,6,1
8,19,6,1
8,20,6,1
8,21,6,1
8,22,6,1
8,23,6,1
8,24,6,1
8,25,6,1
8,26,6,1
8,27,6,1
8,28,6,1
8,29,6,1
8,30,6,1
9,0,6,1000000
9,1,6,40000000
9,2,6,200
9,3,6,1
9,4,6,1
9,5,6,1
9,6,6,1
9,7,6,1
9,8,6,1
9,9,6,1
9,10,6,1
9,11,6,1
9,12,6,1
9,13,6,1
9,14,6,1
9,15,6,1
9,16,6,1
9,17,6,1
9,18,6,1
9,19,6,1
9,20,6,1
9,21,6,1
9,22,6,1
9,23,6,1
9,24,6,1
9,25,6,1
9,26,6,1
9,27,6,1
9,28,6,1
9,29,6,1
9,30,6,1
10,0,6,1000000
10,1,6,1600000
10,2,6,20000
10,3,6,2000000
10,4,6,8000
10,5,6,1
10,6,6,1
10,7,6,1
10,8,6,1
10,9,6,1
10,10,6,1
10,11,6,1
10,12,6,1
10,13,6,1
10,14,6,1
10,15,6,1
10,16,6,1
10,17,6,1
10,18,6,1
10,19,6,1
10,20,6,1
10,21,6,1
10,22,6,1
10,23,6,1
10,24,6,1
10,25,6,1
10,26,6,1
10,27,6,1
10,28,6,1
10,29,6,1
10,30,6,1
11,0,6,1000000
11,1,6,4000000
11,2,6,600000
11,3,6,2000000
11,4,6,10000
11,5,6,800000
11,6,6,1200000
11,7,6,100000
11,8,6,2400000
11,9,6,8000000
11,10,6,12000
11,11,6,1
11,12,6,1
11,13,6,1
11,14,6,1
11,15,6,1
11,16,6,1
11,17,6,1
11,18,6,1
11,19,6,1
11,20,6,1
11,21,6,1
11,22,6,1
11,23,6,1
11,24,6,1
11,25,6,1
11,26,6,1
11,27,6,1
11,28,6,1
11,29,6,1
11,30,6,1
12,0,6,1000000
12,1,6,10000000
12,2,6,800000
12,3,6,1000000
12,4,6,1
12,5,6,1
12,6,6,1
12,7,6,1
12,8,6,1
12,9,6,1
12,10,6,1
12,11,6,1
12,12,6,1
12,13,6,1
12,14,6,1
12,15,6,1
12,16,6,1
12,17,6,1
12,18,6,1
12,19,6,1
12,20,6,1
12,21,6,1
12,22,6,1
12,23,6,1
12,24,6,1
12,25,6,1
12,26,6,1
12,27,6,1
12,28,6,1
12,29,6,1
12,30,6,1
